College,Role,City type,College_T1,College_T2,Role_Manager,City_Metro,previous CTC,previous job changes,Graduation marks,Exp,Actual CTC,Predicted CTC,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
Tier 1,Executive,Metro,1,0,0,1,58645,3,41,50,98335.3946002074,80287.06004077307,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50229,2,41,19,67718.49796635726,64315.54687321002,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,45588,2,81,57,66422.09071780981,72057.84165946355,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,66693,1,76,62,66501.1385469855,77616.10859864211,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62665,4,37,41,78535.72989342416,74198.58323721222,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,69083,2,83,26,76813.49871098337,73277.5908288859,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54377,3,62,39,68986.80047667961,71325.43971600849,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55776,3,82,46,81036.78105775046,77843.99980580692,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,64803,4,41,45,77615.87127235408,77628.57565804516,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,63553,2,44,32,74583.84965975855,72396.76450325968,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50259,3,51,59,64959.87943381786,74698.68849282873,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54908,4,73,44,94707.73957716266,76860.55970500178,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,45698,1,78,39,67432.9978663254,62846.69070153185,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,49782,4,52,18,68119.11482393957,62252.30395108733,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,57965,2,55,53,63691.21823833607,75314.49580045679,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,47177,4,82,18,59812.40814159663,60999.42287316974,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,72319,1,51,50,63538.427688782256,77100.05543589155,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,67969,2,40,18,77435.20489863015,72173.59248579128,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,45487,3,37,19,68015.58819504525,61522.60238146629,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,64010,1,46,62,78249.35236254614,80535.78786098189,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59227,2,47,56,76488.50811200956,78106.20173319717,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,56738,3,49,42,68689.9034615793,77304.0659346755,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,62898,3,60,37,112310.49984773842,98232.56621444887,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,59175,2,82,42,71663.53383211144,73796.53404307918,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,57608,2,49,25,78713.90676227504,92773.94857467191,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,42804,2,37,57,74893.90633290229,74959.69505415279,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,65482,3,39,51,106633.63885396138,97623.04651152196,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,57042,4,42,30,60644.122753800206,65511.89619136622,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,56350,2,74,44,104154.80809988623,97121.15375380334,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,50451,1,56,34,74128.75847605207,87284.84886644251,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62759,3,37,31,69951.40710675581,71704.89714163245,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,59683,1,81,54,97523.10098068292,95831.4900812034,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,47381,1,48,24,73987.04280567681,63837.745215086645,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,63504,4,84,43,105528.86750100774,99950.83384342841,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,57127,4,61,48,99276.60733842495,74310.63158730109,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,64290,1,66,19,60547.583614126495,66143.35494344174,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54212,4,38,29,68571.4045991489,68599.97882322897,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,59576,1,62,63,69043.09487976674,74649.54335280025,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,48175,3,49,46,77795.8427271563,74432.72214237024,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,63797,2,37,52,86647.26071046121,78620.47360209489,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,48682,1,85,35,63554.03349338952,71874.21482091845,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,46558,3,80,51,80430.9679828301,89742.8509377539,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,48690,2,72,44,72842.01137481348,69542.43415202113,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54340,2,53,21,65228.80405443634,70782.50360295882,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,63711,1,73,39,65032.61649734926,70237.00799778872,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,49427,3,40,50,67402.3776703167,66485.10722516087,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,44122,4,85,34,69206.5948470106,65196.33536332941,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,45932,1,84,22,55399.37524138828,58491.57139236772,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,69670,2,62,19,64748.93154980737,73169.11747104583,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,65207,4,61,26,67929.17790437822,71386.62904106265,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,45354,3,72,29,74793.10822159858,88086.00423484095,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,67339,1,37,48,69262.13950376427,78412.65236239554,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,54440,1,53,26,61913.03526386218,66718.78998260823,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,63423,2,54,45,70907.54635440216,77132.65535432764,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,55621,1,57,36,63330.99592562941,65782.19033067004,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,46432,3,61,54,102860.4510108129,75704.92516841409,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49513,1,84,34,69525.3284325535,71994.74008073517,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,52918,4,61,31,82323.33842084224,92012.15003028323,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,51609,4,72,27,69498.18137027824,66816.36821224504,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58698,1,42,20,75139.44385310078,72618.21983888201,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49215,1,35,44,66596.56119594006,70488.83548312377,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,50665,3,42,43,66304.01831253093,70164.29814674842,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,49942,2,57,45,92925.37987611184,66320.95735379442,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59353,1,75,34,69939.63116866957,76515.75362142178,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,42342,2,37,24,70469.62541438104,81464.25537996776,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,43714,4,79,26,59175.73229587064,62927.67178939344,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55163,4,67,38,79945.54060357416,71332.24122340634,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52938,2,55,50,76461.93484538332,73641.54715708377,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,55938,3,63,38,74774.90274514469,70363.2608537001,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,40365,3,54,27,68402.56207502291,76592.70562817113,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,51564,4,37,39,68158.59070825283,70007.95229603723,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,58789,3,73,39,78067.28975104136,73322.05337735017,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,58063,2,63,63,77986.29728337393,73874.20592679933,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56799,2,56,33,62165.107405844945,70956.27470998933,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53629,4,68,36,69648.89683703985,65467.9866000489,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,45294,4,45,30,70944.16746198018,83657.36694416066,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,58036,2,83,24,92011.56736179291,92639.0831785669,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54669,2,39,24,66673.19364754928,71746.74407271229,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50452,3,42,48,91483.53124349847,76012.40084136634,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,45684,3,46,47,78841.26506845905,73560.6964763449,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,53872,4,56,29,70996.8782316671,67857.72846996726,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53529,1,79,28,77430.4013960589,72271.99385760026,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,57125,2,81,47,89234.8690988262,93610.15672195418,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,45486,1,48,25,81681.11174417716,67869.10275446279,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53134,2,68,51,80317.28653297921,78053.21429640833,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49260,4,78,48,76586.36750976488,71226.39844455742,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,49044,2,61,43,80955.449623857,88043.27206257248,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,60235,4,46,61,91425.95799637237,74217.12263705068,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,60813,3,65,48,67755.36525585678,76070.18910055127,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54218,4,42,38,74513.29687435203,70950.5104659952,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,50083,4,72,59,65942.45379516702,73944.43621082095,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,44912,2,67,19,64200.498943254686,57193.03371578853,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57851,1,83,26,60930.67137195932,69631.5115182254,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,57569,2,42,54,68285.68582206749,72197.37277674898,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,58670,1,43,21,76976.49364725236,64141.83164600094,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,60290,1,53,51,81962.8190309599,81439.16733008427,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,54753,1,61,22,91972.50906133128,81152.99146194907,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,65622,1,39,47,101451.10921314912,96801.97258812518,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,46183,2,52,18,67435.45835296586,60767.33778081885,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,72661,3,74,47,70238.70480525095,76262.68324290834,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,58601,1,75,21,66538.08553330746,68682.10137290615,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,53160,1,48,19,73791.03244837452,84614.20836329504,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,44074,1,67,23,85688.2199927474,62024.17169290694,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,57795,1,43,54,83521.21511821149,81103.03989557285,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,42750,2,76,37,71368.60470298809,65533.99036884594,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,52091,2,53,46,72988.20713288823,87015.05113843443,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,56729,4,81,55,92360.48665498589,90412.04547989546,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49998,2,35,30,60154.53753154268,67101.44036571487,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,45634,3,71,18,77400.43221210084,85336.72878462414,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,59128,1,56,61,85083.57552467656,78882.28036020277,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,47026,4,71,54,71084.32165433657,71788.91943377246,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,60268,3,78,22,86904.44888844439,87566.81460775886,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,57970,4,44,45,100715.12741345193,89299.82542529241,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55204,3,83,22,70290.09980076626,71297.83148858926,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,48698,1,51,19,78933.47405721259,63125.485382810555,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,48779,1,79,35,69632.11370655609,82648.29359089275,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,51224,2,84,18,62549.32949849,68508.46280524766,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,58035,1,64,20,86581.0524756464,91711.05523499039,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,46857,2,39,28,59126.22208397807,65132.48110476758,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,57928,3,58,55,70711.32610876233,81233.3192299964,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,48975,4,56,43,77684.11444071315,84635.86521933958,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,46945,4,53,43,63095.42185855021,68908.92659488303,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,73214,4,57,22,100119.52566380106,93452.49826959072,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,48934,3,73,25,58063.007524864304,60510.95862205104,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,59776,1,48,49,103831.71763964888,100131.40696648162,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,65198,4,55,44,60870.90468276227,72882.42998875753,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55202,1,56,64,74959.86168519164,82507.78973953702,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54972,1,85,49,78075.41808546305,78417.23475746736,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,56927,2,79,47,93102.25099456422,98160.34713719448,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,46207,3,71,27,60878.730624798656,59790.678357389115,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,54594,2,50,55,72363.8452693888,75168.13727444145,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55117,2,59,48,72943.17226128004,74107.0079255118,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,53985,2,45,45,69523.01714099073,67332.82983673546,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,61926,2,46,24,63313.756017256164,65467.49046922266,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,56184,4,58,32,66697.46835998351,69696.93784335202,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,56101,3,62,24,59041.081356416165,66775.14716179259,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,52401,3,48,57,73990.75820540589,73748.71934681377,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,61410,4,83,59,102928.714227242,97683.64544353812,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,48638,1,54,36,68374.74910310452,67541.9750186122,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,47527,2,77,29,58336.535717828934,65623.77537550734,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,45405,1,78,42,73800.36061197445,68134.65270618952,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62532,4,70,48,65021.82167252415,75903.16494795078,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,71760,4,40,39,71187.52157207888,83330.08764451972,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,46342,3,42,63,78936.18750900793,73421.43177370244,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,53031,4,68,54,64318.121742918636,69043.60817972227,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,61439,2,56,37,101788.37689750498,92154.73738570369,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55130,4,54,63,76329.43472879691,81974.23999852051,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,60214,3,59,21,62418.979000545485,68740.56209167614,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52854,4,52,54,76868.81249804638,74494.33044842133,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,38765,4,72,60,80489.54765123826,69577.27506725228,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,56405,4,71,32,60035.100228312614,64822.597524212695,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,58805,1,36,47,74280.30296398317,75660.46924480305,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52168,2,40,21,70571.95946818551,69814.96483065237,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,59767,2,37,28,98977.14071629592,89072.26736136983,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,54644,2,40,63,74059.05709142644,76442.89749268169,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,49891,4,75,18,66862.4550691492,62255.538918894876,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,49405,2,76,32,62673.13867762653,66720.30746477286,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,46596,1,49,38,61931.25332012392,67141.2331065672,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55954,1,67,32,75850.1258834562,74453.06971679418,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53647,4,64,62,74474.81673079747,72290.2625277486,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,42415,3,65,39,77673.624453786,85286.40946452679,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50550,3,78,55,79909.3283017062,77816.60373838042,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,51700,1,37,57,81569.9829028358,74474.70986246888,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,76815,4,75,52,82684.16567897504,83475.95952621737,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,42916,2,66,56,77490.52777216479,74690.36859233047,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,60526,2,51,47,89985.16909084166,94364.7548131547,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50140,2,42,55,77386.51057391606,73696.38436827491,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53962,1,58,23,79568.2748735169,71203.88876600674,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,60155,1,64,22,90213.45111717471,84481.38140849103,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55621,2,51,50,71706.60144459755,74877.3937786152,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52670,3,76,18,65619.69596606243,65018.833717190064,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,61692,4,53,51,110792.78295135192,97192.09001884107,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,55209,1,84,22,62356.926050281174,65960.75000820606,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57955,2,55,52,76674.91804259943,76460.84793821431,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,55133,3,68,25,67971.722426031,62495.21610119511,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,45664,3,39,33,69528.35702190045,85255.27302486339,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49258,3,37,53,82986.23268711357,76785.00112617621,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,67454,2,84,29,69643.68875453058,73315.43543463253,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,65689,3,36,58,80505.45848768117,80115.3802580277,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58428,3,65,37,80805.33278849989,76736.1265226671,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,56828,4,48,54,71673.46033641006,70821.66612900875,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,58460,2,41,49,72681.75044926502,71298.28816161936,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,50281,3,51,50,63263.768307931685,67716.11888804394,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54657,1,71,26,65020.47390889429,72280.85496669108,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,47867,4,39,45,76955.95025453462,68470.06154509087,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57924,1,43,54,73395.48599587224,77075.49491950644,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,58912,3,85,38,103944.32120415503,91120.37926613141,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,52752,3,35,48,72549.46615763255,86934.06462335747,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,49279,1,76,28,59191.66546029893,61609.97338832656,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52642,1,85,23,66869.52344923295,70545.1046906356,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,60253,3,58,55,69106.06477557794,76797.96436243097,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,57597,2,52,41,68679.90882635217,77510.25613867192,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,56103,1,66,25,95083.4309396458,86632.4829918007,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,65653,4,49,33,94368.83157840092,92888.25618475449,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,49231,1,49,30,63816.55026495285,62166.296611827966,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,58772,4,56,23,93127.08427406948,88520.3605156616,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,65684,2,79,46,65882.77216719698,76965.6566353279,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,63609,1,47,53,109221.39266730154,94211.15892014989,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56990,3,58,27,86557.8489834849,69388.05727523028,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,67772,1,38,23,90785.89861265408,92918.13582562728,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,49925,4,64,63,64951.646570626624,70848.85013767045,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58284,1,40,55,79183.24207535268,81594.6555241976,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,63979,4,42,35,67563.06149284527,69132.55316160218,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55342,2,63,34,80572.82410060745,74623.7005566527,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,47766,1,82,19,67185.00411414578,63186.30113041495,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,51176,1,58,39,59186.88571259701,64531.43967274732,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,74256,2,40,27,83023.18459332708,81492.9825399677,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,68071,3,85,57,88690.86642412159,86343.51103149893,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,43991,3,63,52,65742.89405397282,65337.026335462775,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,56932,3,60,28,76261.60631219219,69069.06335680615,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,56426,1,70,50,67726.87939348514,70651.45386429812,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54155,3,70,44,78630.02689344945,72516.46147326575,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,43851,1,65,26,54865.59334191804,58624.907543134555,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,56122,1,54,33,64557.837016165744,69318.80647815537,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,55131,2,42,19,93178.18734066485,81360.76216462758,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,57751,1,48,50,78378.46027795991,74526.43039535073,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,58653,4,66,41,80073.56961809864,73716.58464010013,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,49004,1,69,52,89751.3538492221,66918.19340366476,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,56930,3,74,39,66943.4736026754,71056.65664542817,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54247,1,49,50,85719.27031391383,78420.24955115549,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,58582,1,68,52,71322.54918647838,76252.1984981141,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,61709,4,39,60,117207.2440099197,103670.73368634135,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,58409,4,37,20,56691.32590677249,63529.907788853074,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49158,1,54,55,85505.18596311644,77390.22695368156,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,63379,3,58,42,69885.18231576282,80324.72090980367,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56008,2,68,18,64849.342638305025,66643.4827892705,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,60357,3,46,58,80065.9582586909,74431.14511898496,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,55592,4,79,43,93020.09307349725,86754.61554775934,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,56240,3,61,35,68760.12371912322,66496.16770833076,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,51556,4,84,48,70431.03374115324,67628.13624997431,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49213,1,82,36,68388.94754817983,68298.474469237,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,65184,4,82,19,99052.83819796063,88941.98991685125,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,45171,3,52,23,67097.1832945404,58308.072676904674,,,,,,,,,,,
